src,dst,product
VALUEDRUGCO,MEDICO PHARMACY #6550 (VA),
BELLCO DRUG CORP,PEOPLES PHARMACY #1278 (SD),
MIAMI-LUKEN INC,WALGREENS #1879 (VT),
NATIONAL WHOLESALE DRUG CO INC,RITE AID #2172 (AR),
PENN PHARMACEUTICAL SERVICES INC,HOMETOWN PHARMACY #2774 (SC),
DAKOTA DRUG INC,WALMART PHARMACY #8931 (VA),
PRESCRIPTION SUPPLY INC,HEALTH MART PHARMACY #4191 (NV),
MCKESSON CORPORATION,FAMILY CARE PHARMACY #2655 (IL),
MCKESSON CORPORATION,CORNER DRUG STORE #6277 (AR),
BELLCO DRUG CORP,SUNRISE PHARMACY #5581 (TN),
MIAMI-LUKEN INC,QUALITY CARE PHARMACY #5716 (LA),
KEYSOURCE MEDICAL INC,COMMUNITY PHARMACY #7146 (NJ),
MORRIS & DICKSON CO LLC,CORNER DRUG STORE #4739 (MI),
KEYSOURCE MEDICAL INC,KROGER PHARMACY #2920 (MT),
MORRIS & DICKSON CO LLC,WINN-DIXIE PHARMACY #7921 (CA),
VALUEDRUGCO,COMMUNITY PHARMACY #6944 (CT),
GULF COAST MEDICAL SUPPLY,SUNRISE PHARMACY #1914 (OR),
ANDA INC,GOOD NEIGHBOR PHARMACY #9997 (IA),
KEYSOURCE MEDICAL INC,HARRIS TEETER PHARMACY #7725 (HI),
BELLCO DRUG CORP,HEALTH MART PHARMACY #6920 (CT),
PRESCRIPTION SUPPLY INC,WALGREENS #5348 (NE),
MORRIS & DICKSON CO LLC,WINN-DIXIE PHARMACY #8561 (LA),
MIAMI-LUKEN INC,HEALTH MART PHARMACY #8974 (OH),
BELLCO DRUG CORP,CORNER DRUG STORE #7557 (TX),
PRESCRIPTION SUPPLY INC,HOMETOWN PHARMACY #4421 (IL),
ANDA INC,HOMETOWN PHARMACY #1799 (WA),
SMITH DRUG COMPANY,HOMETOWN PHARMACY #9646 (TN),
PENN PHARMACEUTICAL SERVICES INC,WALGREENS #9451 (NE),
BELLCO DRUG CORP,COMMUNITY PHARMACY #4979 (LA),
NATIONAL WHOLESALE DRUG CO INC,CORNER DRUG STORE #1737 (MS),
MIAMI-LUKEN INC,PEOPLES PHARMACY #5036 (IA),
PENN PHARMACEUTICAL SERVICES INC,SUNRISE PHARMACY #9537 (KY),
ANDA INC,RITE AID #5094 (NE),
PENN PHARMACEUTICAL SERVICES INC,WALMART PHARMACY #7653 (PA),
CARDINAL HEALTH INC,WINN-DIXIE PHARMACY #2902 (IN),
MORRIS & DICKSON CO LLC,VILLAGE PHARMACY #8618 (LA),
NATIONAL WHOLESALE DRUG CO INC,PEOPLES PHARMACY #7736 (HI),
CARDINAL HEALTH INC,RITE AID #4103 (MS),
SMITH DRUG COMPANY,WALGREENS #6172 (CT),
CARDINAL HEALTH INC,WALMART PHARMACY #6498 (AK),
NATIONAL WHOLESALE DRUG CO INC,KROGER PHARMACY #6432 (NH),
HENRY SCHEIN INC,PUBLIX PHARMACY #8593 (NM),
BELLCO DRUG CORP,CORNER DRUG STORE #9661 (KY),
BELLCO DRUG CORP,CORNER DRUG STORE #2997 (IN),
BURLINGTON DRUG COMPANY INC,HOMETOWN PHARMACY #7981 (TX),
MCKESSON CORPORATION,COMMUNITY PHARMACY #8229 (IN),
DAKOTA DRUG INC,HARRIS TEETER PHARMACY #7897 (ID),
DAKOTA DRUG INC,KROGER PHARMACY #4811 (WI),
DAKOTA DRUG INC,HARRIS TEETER PHARMACY #1274 (WA),
VALUEDRUGCO,COMMUNITY PHARMACY #2700 (OK),
PENN PHARMACEUTICAL SERVICES INC,MAIN STREET PHARMACY #5756 (WY),
MCKESSON CORPORATION,WALGREENS #1373 (PA),
VALUEDRUGCO,WALMART PHARMACY #6144 (GA),
MCKESSON CORPORATION,HOMETOWN PHARMACY #8719 (SD),
KINRAY LLC,HOMETOWN PHARMACY #3177 (NH),
KEYSOURCE MEDICAL INC,WINN-DIXIE PHARMACY #4833 (LA),
HD SMITH WHOLESALE DRUG CO,GOOD NEIGHBOR PHARMACY #6877 (MS),
BELLCO DRUG CORP,HEALTH MART PHARMACY #1579 (AR),
DAKOTA DRUG INC,RITE AID #4432 (ID),
KINRAY LLC,HOMETOWN PHARMACY #8558 (MA),
BELLCO DRUG CORP,CORNER DRUG STORE #8986 (WY),
KINRAY LLC,CORNER DRUG STORE #3031 (NE),
PRESCRIPTION SUPPLY INC,KROGER PHARMACY #2209 (MA),
MIAMI-LUKEN INC,HEALTH MART PHARMACY #4409 (OH),
KINRAY LLC,HEALTH MART PHARMACY #4338 (LA),
KINRAY LLC,PEOPLES PHARMACY #6007 (WV),
AMERISOURCEBERGEN DRUG CORP,QUALITY CARE PHARMACY #7699 (IA),
VALUEDRUGCO,SUNRISE PHARMACY #3130 (NJ),
KEYSOURCE MEDICAL INC,GOOD NEIGHBOR PHARMACY #6129 (NC),
ANDA INC,CORNER DRUG STORE #8237 (VA),
KEYSOURCE MEDICAL INC,WINN-DIXIE PHARMACY #5755 (MN),
KINRAY LLC,WINN-DIXIE PHARMACY #8492 (ID),
GULF COAST MEDICAL SUPPLY,MEDICO PHARMACY #9532 (OH),
PENN PHARMACEUTICAL SERVICES INC,HEALTH MART PHARMACY #5593 (KY),
KEYSOURCE MEDICAL INC,PUBLIX PHARMACY #2532 (AZ),
NATIONAL WHOLESALE DRUG CO INC,CVS PHARMACY #7158 (NE),
DIRECT RX,WALGREENS #4290 (MD),
BURLINGTON DRUG COMPANY INC,VILLAGE PHARMACY #1824 (WA),
PRESCRIPTION SUPPLY INC,RITE AID #2172 (AR),
DIRECT RX,QUALITY CARE PHARMACY #7561 (KY),
HD SMITH WHOLESALE DRUG CO,HARRIS TEETER PHARMACY #4867 (AZ),
NATIONAL WHOLESALE DRUG CO INC,MAIN STREET PHARMACY #5871 (OR),
HENRY SCHEIN INC,GOOD NEIGHBOR PHARMACY #1784 (PA),
DIRECT RX,WINN-DIXIE PHARMACY #4694 (OH),
ANDA INC,WINN-DIXIE PHARMACY #4694 (OH),
AMERISOURCEBERGEN DRUG CORP,HEALTH MART PHARMACY #4740 (VA),
AMERISOURCEBERGEN DRUG CORP,COMMUNITY PHARMACY #4723 (MS),
PENN PHARMACEUTICAL SERVICES INC,HOMETOWN PHARMACY #5252 (IA),
MCKESSON CORPORATION,HOMETOWN PHARMACY #8707 (WV),
AMERISOURCEBERGEN DRUG CORP,HARRIS TEETER PHARMACY #4341 (MD),
KEYSOURCE MEDICAL INC,PUBLIX PHARMACY #2003 (NM),
NATIONAL WHOLESALE DRUG CO INC,MAIN STREET PHARMACY #6528 (OH),
NATIONAL WHOLESALE DRUG CO INC,MAIN STREET PHARMACY #2532 (MN),
MIAMI-LUKEN INC,CORNER DRUG STORE #1213 (TN),
BELLCO DRUG CORP,MAIN STREET PHARMACY #2094 (KY),
DAKOTA DRUG INC,VILLAGE PHARMACY #2822 (WV),
BURLINGTON DRUG COMPANY INC,SUNRISE PHARMACY #4386 (VT),
PENN PHARMACEUTICAL SERVICES INC,KROGER PHARMACY #5581 (NJ),
ANDA INC,KROGER PHARMACY #2209 (MA),
MCKESSON CORPORATION,MEDICO PHARMACY #6745 (VA),
BURLINGTON DRUG COMPANY INC,QUALITY CARE PHARMACY #6823 (IN),
HENRY SCHEIN INC,PUBLIX PHARMACY #2234 (VA),
DIRECT RX,CVS PHARMACY #6466 (KY),
DAKOTA DRUG INC,CVS PHARMACY #4032 (NM),
HD SMITH WHOLESALE DRUG CO,WALGREENS #9697 (VA),
PENN PHARMACEUTICAL SERVICES INC,PEOPLES PHARMACY #7683 (AK),
MORRIS & DICKSON CO LLC,QUALITY CARE PHARMACY #9337 (MA),
BURLINGTON DRUG COMPANY INC,QUALITY CARE PHARMACY #5859 (MN),
MORRIS & DICKSON CO LLC,WINN-DIXIE PHARMACY #5889 (PA),
VALUEDRUGCO,QUALITY CARE PHARMACY #4482 (RI),
BURLINGTON DRUG COMPANY INC,CORNER DRUG STORE #9561 (PA),
KINRAY LLC,QUALITY CARE PHARMACY #9990 (HI),
GULF COAST MEDICAL SUPPLY,HOMETOWN PHARMACY #3994 (DE),
DIRECT RX,RITE AID #9925 (TX),
AMERISOURCEBERGEN DRUG CORP,COMMUNITY PHARMACY #2700 (OK),
GULF COAST MEDICAL SUPPLY,COMMUNITY PHARMACY #2272 (ND),
SMITH DRUG COMPANY,GOOD NEIGHBOR PHARMACY #1123 (MD),
ANDA INC,MEDICO PHARMACY #7114 (NJ),
KINRAY LLC,QUALITY CARE PHARMACY #1459 (NH),
PRESCRIPTION SUPPLY INC,FAMILY CARE PHARMACY #3933 (MO),
HD SMITH WHOLESALE DRUG CO,HEALTH MART PHARMACY #9940 (GA),
DAKOTA DRUG INC,MEDICO PHARMACY #9532 (OH),
ANDA INC,CORNER DRUG STORE #4480 (IN),
DAKOTA DRUG INC,FAMILY CARE PHARMACY #1314 (MO),
DAKOTA DRUG INC,WALGREENS #3121 (SC),
NATIONAL WHOLESALE DRUG CO INC,GOOD NEIGHBOR PHARMACY #8540 (OH),
MIAMI-LUKEN INC,SUNRISE PHARMACY #3130 (NJ),
PENN PHARMACEUTICAL SERVICES INC,HEALTH MART PHARMACY #9064 (MN),
BELLCO DRUG CORP,MEDICO PHARMACY #9307 (VA),
MCKESSON CORPORATION,KROGER PHARMACY #7794 (MA),
HENRY SCHEIN INC,CVS PHARMACY #3495 (GA),
HD SMITH WHOLESALE DRUG CO,SUNRISE PHARMACY #9264 (RI),
HENRY SCHEIN INC,QUALITY CARE PHARMACY #6294 (VA),
BELLCO DRUG CORP,WALGREENS #2651 (GA),
VALUEDRUGCO,VILLAGE PHARMACY #3178 (GA),
HD SMITH WHOLESALE DRUG CO,SUNRISE PHARMACY #6637 (LA),
KEYSOURCE MEDICAL INC,PUBLIX PHARMACY #8653 (MI),
HENRY SCHEIN INC,WINN-DIXIE PHARMACY #8492 (ID),
DAKOTA DRUG INC,PUBLIX PHARMACY #5703 (RI),
AMERISOURCEBERGEN DRUG CORP,WALGREENS #6189 (OK),
BELLCO DRUG CORP,PEOPLES PHARMACY #6990 (OH),
DAKOTA DRUG INC,HOMETOWN PHARMACY #6061 (MI),
MIAMI-LUKEN INC,KROGER PHARMACY #7901 (WI),
AMERISOURCEBERGEN DRUG CORP,PUBLIX PHARMACY #9531 (IA),
SMITH DRUG COMPANY,CORNER DRUG STORE #9113 (HI),
HD SMITH WHOLESALE DRUG CO,HOMETOWN PHARMACY #9204 (AL),
DIRECT RX,QUALITY CARE PHARMACY #4985 (TN),
MIAMI-LUKEN INC,MEDICO PHARMACY #7491 (NJ),
ANDA INC,QUALITY CARE PHARMACY #8648 (GA),
HENRY SCHEIN INC,GOOD NEIGHBOR PHARMACY #5849 (IL),
PRESCRIPTION SUPPLY INC,RITE AID #8888 (NY),
BURLINGTON DRUG COMPANY INC,QUALITY CARE PHARMACY #8930 (ID),
CARDINAL HEALTH INC,HEALTH MART PHARMACY #8461 (GA),
HD SMITH WHOLESALE DRUG CO,FAMILY CARE PHARMACY #1847 (OH),
KEYSOURCE MEDICAL INC,HOMETOWN PHARMACY #2945 (RI),
PRESCRIPTION SUPPLY INC,CORNER DRUG STORE #7216 (CO),
BELLCO DRUG CORP,WINN-DIXIE PHARMACY #4694 (OH),
DAKOTA DRUG INC,WINN-DIXIE PHARMACY #5663 (MD),
PENN PHARMACEUTICAL SERVICES INC,PEOPLES PHARMACY #9540 (HI),
DAKOTA DRUG INC,PEOPLES PHARMACY #4578 (MS),
HENRY SCHEIN INC,PUBLIX PHARMACY #3388 (WA),
BELLCO DRUG CORP,COMMUNITY PHARMACY #5405 (TX),
BURLINGTON DRUG COMPANY INC,WINN-DIXIE PHARMACY #8378 (VA),
NATIONAL WHOLESALE DRUG CO INC,COMMUNITY PHARMACY #8229 (IN),
PENN PHARMACEUTICAL SERVICES INC,CORNER DRUG STORE #5761 (HI),
BURLINGTON DRUG COMPANY INC,QUALITY CARE PHARMACY #1232 (AZ),
MCKESSON CORPORATION,WINN-DIXIE PHARMACY #1725 (NM),
MORRIS & DICKSON CO LLC,CORNER DRUG STORE #4123 (OH),
PRESCRIPTION SUPPLY INC,GOOD NEIGHBOR PHARMACY #6942 (ME),
KEYSOURCE MEDICAL INC,COMMUNITY PHARMACY #2313 (LA),
NATIONAL WHOLESALE DRUG CO INC,WALGREENS #7567 (TX),
AMERISOURCEBERGEN DRUG CORP,WALMART PHARMACY #9460 (CT),
GULF COAST MEDICAL SUPPLY,FAMILY CARE PHARMACY #1936 (KS),
MORRIS & DICKSON CO LLC,PEOPLES PHARMACY #1019 (FL),
DAKOTA DRUG INC,KROGER PHARMACY #6996 (NM),
MIAMI-LUKEN INC,MAIN STREET PHARMACY #3156 (NE),
AMERISOURCEBERGEN DRUG CORP,RITE AID #8832 (DE),
CARDINAL HEALTH INC,GOOD NEIGHBOR PHARMACY #1775 (CT),
SMITH DRUG COMPANY,COMMUNITY PHARMACY #6124 (CA),
PENN PHARMACEUTICAL SERVICES INC,QUALITY CARE PHARMACY #5456 (WA),
PRESCRIPTION SUPPLY INC,MAIN STREET PHARMACY #7155 (VT),
DIRECT RX,PUBLIX PHARMACY #4056 (DE),
NATIONAL WHOLESALE DRUG CO INC,MEDICO PHARMACY #9075 (MT),
ANDA INC,HOMETOWN PHARMACY #5854 (NH),
SMITH DRUG COMPANY,MEDICO PHARMACY #3698 (MS),
KINRAY LLC,MAIN STREET PHARMACY #2285 (CA),
PRESCRIPTION SUPPLY INC,QUALITY CARE PHARMACY #8298 (CO),
KINRAY LLC,PEOPLES PHARMACY #4114 (MN),
BURLINGTON DRUG COMPANY INC,SUNRISE PHARMACY #2063 (SD),
DAKOTA DRUG INC,HARRIS TEETER PHARMACY #8439 (MD),
VALUEDRUGCO,GOOD NEIGHBOR PHARMACY #7042 (MT),
DIRECT RX,PEOPLES PHARMACY #6284 (NH),
NATIONAL WHOLESALE DRUG CO INC,QUALITY CARE PHARMACY #6823 (IN),
PENN PHARMACEUTICAL SERVICES INC,VILLAGE PHARMACY #1009 (NE),
HD SMITH WHOLESALE DRUG CO,HOMETOWN PHARMACY #3994 (DE),
PENN PHARMACEUTICAL SERVICES INC,PUBLIX PHARMACY #6448 (NE),
SMITH DRUG COMPANY,HOMETOWN PHARMACY #4421 (IL),
ANDA INC,CVS PHARMACY #5284 (WA),
MCKESSON CORPORATION,MEDICO PHARMACY #7663 (CA),
GULF COAST MEDICAL SUPPLY,VILLAGE PHARMACY #9964 (OH),
PENN PHARMACEUTICAL SERVICES INC,CVS PHARMACY #8517 (NV),
KINRAY LLC,MAIN STREET PHARMACY #7581 (LA),
CARDINAL HEALTH INC,WINN-DIXIE PHARMACY #1109 (AL),
MORRIS & DICKSON CO LLC,MAIN STREET PHARMACY #4010 (LA),
GULF COAST MEDICAL SUPPLY,HARRIS TEETER PHARMACY #5346 (KS),
BELLCO DRUG CORP,PUBLIX PHARMACY #5706 (MT),
PENN PHARMACEUTICAL SERVICES INC,MAIN STREET PHARMACY #3509 (ME),
ANDA INC,HARRIS TEETER PHARMACY #8060 (MI),
PRESCRIPTION SUPPLY INC,QUALITY CARE PHARMACY #5118 (MD),
HD SMITH WHOLESALE DRUG CO,PUBLIX PHARMACY #6736 (TN),
NATIONAL WHOLESALE DRUG CO INC,CORNER DRUG STORE #3604 (VA),
AMERISOURCEBERGEN DRUG CORP,HOMETOWN PHARMACY #3267 (SD),
PENN PHARMACEUTICAL SERVICES INC,MEDICO PHARMACY #6092 (NY),
DIRECT RX,MAIN STREET PHARMACY #6958 (DE),
GULF COAST MEDICAL SUPPLY,CVS PHARMACY #3842 (ND),
BELLCO DRUG CORP,WALMART PHARMACY #6376 (OH),
KEYSOURCE MEDICAL INC,RITE AID #2280 (MD),
MCKESSON CORPORATION,HEALTH MART PHARMACY #5407 (IA),
HENRY SCHEIN INC,HEALTH MART PHARMACY #8336 (NE),
GULF COAST MEDICAL SUPPLY,MEDICO PHARMACY #9929 (VT),
DAKOTA DRUG INC,WALGREENS #1527 (SD),
MCKESSON CORPORATION,HOMETOWN PHARMACY #6305 (MN),
SMITH DRUG COMPANY,KROGER PHARMACY #2068 (MN),
SMITH DRUG COMPANY,GOOD NEIGHBOR PHARMACY #8055 (DE),
KEYSOURCE MEDICAL INC,WALMART PHARMACY #8430 (SD),
DIRECT RX,CVS PHARMACY #8345 (MS),
MCKESSON CORPORATION,KROGER PHARMACY #6796 (MS),
MIAMI-LUKEN INC,QUALITY CARE PHARMACY #3039 (IA),
VALUEDRUGCO,HEALTH MART PHARMACY #5260 (PA),
HD SMITH WHOLESALE DRUG CO,QUALITY CARE PHARMACY #8648 (GA),
PENN PHARMACEUTICAL SERVICES INC,VILLAGE PHARMACY #4574 (ID),
CARDINAL HEALTH INC,SUNRISE PHARMACY #9718 (HI),
DAKOTA DRUG INC,COMMUNITY PHARMACY #9245 (IN),
DAKOTA DRUG INC,QUALITY CARE PHARMACY #8690 (FL),
DIRECT RX,WINN-DIXIE PHARMACY #2041 (MI),
NATIONAL WHOLESALE DRUG CO INC,CORNER DRUG STORE #1973 (TX),
AMERISOURCEBERGEN DRUG CORP,WINN-DIXIE PHARMACY #1109 (AL),
AMERISOURCEBERGEN DRUG CORP,WALGREENS #2082 (LA),
HENRY SCHEIN INC,COMMUNITY PHARMACY #2700 (OK),
BELLCO DRUG CORP,HEALTH MART PHARMACY #5260 (PA),
AMERISOURCEBERGEN DRUG CORP,WALMART PHARMACY #3675 (TX),
HENRY SCHEIN INC,RITE AID #5935 (WA),
BELLCO DRUG CORP,KROGER PHARMACY #4811 (WI),
BURLINGTON DRUG COMPANY INC,CVS PHARMACY #9746 (TN),
PRESCRIPTION SUPPLY INC,VILLAGE PHARMACY #8732 (AK),
DAKOTA DRUG INC,QUALITY CARE PHARMACY #5716 (LA),
NATIONAL WHOLESALE DRUG CO INC,QUALITY CARE PHARMACY #6709 (MD),
DIRECT RX,MAIN STREET PHARMACY #8902 (TN),
PENN PHARMACEUTICAL SERVICES INC,HOMETOWN PHARMACY #3383 (VT),
NATIONAL WHOLESALE DRUG CO INC,MEDICO PHARMACY #8860 (ND),
VALUEDRUGCO,GOOD NEIGHBOR PHARMACY #7155 (GA),
AMERISOURCEBERGEN DRUG CORP,PUBLIX PHARMACY #1973 (TN),
SMITH DRUG COMPANY,WINN-DIXIE PHARMACY #1254 (WY),
MCKESSON CORPORATION,SUNRISE PHARMACY #4698 (WA),
DIRECT RX,MAIN STREET PHARMACY #7917 (CO),
GULF COAST MEDICAL SUPPLY,GOOD NEIGHBOR PHARMACY #6272 (NC),
DIRECT RX,PUBLIX PHARMACY #5701 (MA),
ANDA INC,WINN-DIXIE PHARMACY #8251 (MN),
SMITH DRUG COMPANY,WALGREENS #2363 (UT),
CARDINAL HEALTH INC,VILLAGE PHARMACY #1494 (NM),
HENRY SCHEIN INC,FAMILY CARE PHARMACY #9932 (MI),
DIRECT RX,MAIN STREET PHARMACY #4431 (CO),
CARDINAL HEALTH INC,PUBLIX PHARMACY #1912 (NH),
HENRY SCHEIN INC,PEOPLES PHARMACY #2021 (TN),
CARDINAL HEALTH INC,VILLAGE PHARMACY #1474 (RI),
DAKOTA DRUG INC,PEOPLES PHARMACY #5221 (KS),
VALUEDRUGCO,WINN-DIXIE PHARMACY #8787 (DE),
MCKESSON CORPORATION,WALGREENS #7611 (WA),
AMERISOURCEBERGEN DRUG CORP,MAIN STREET PHARMACY #1380 (SD),
DIRECT RX,GOOD NEIGHBOR PHARMACY #6942 (ME),
DAKOTA DRUG INC,GOOD NEIGHBOR PHARMACY #8540 (OH),
CARDINAL HEALTH INC,PUBLIX PHARMACY #4394 (MD),
AMERISOURCEBERGEN DRUG CORP,PEOPLES PHARMACY #8476 (PA),
KINRAY LLC,PUBLIX PHARMACY #9278 (VA),
AMERISOURCEBERGEN DRUG CORP,MAIN STREET PHARMACY #7953 (AZ),
CARDINAL HEALTH INC,MEDICO PHARMACY #7495 (VT),
VALUEDRUGCO,VILLAGE PHARMACY #4574 (ID),
ANDA INC,WINN-DIXIE PHARMACY #4645 (CA),
PRESCRIPTION SUPPLY INC,CORNER DRUG STORE #2639 (VA),
DAKOTA DRUG INC,FAMILY CARE PHARMACY #2951 (LA),
CARDINAL HEALTH INC,GOOD NEIGHBOR PHARMACY #8856 (IA),
HENRY SCHEIN INC,GOOD NEIGHBOR PHARMACY #8896 (PA),
VALUEDRUGCO,HOMETOWN PHARMACY #1595 (SD),
HENRY SCHEIN INC,GOOD NEIGHBOR PHARMACY #3185 (WY),
HENRY SCHEIN INC,WALMART PHARMACY #6837 (MN),
MCKESSON CORPORATION,WINN-DIXIE PHARMACY #6542 (IL),
BURLINGTON DRUG COMPANY INC,MAIN STREET PHARMACY #2251 (SC),
BURLINGTON DRUG COMPANY INC,MEDICO PHARMACY #7141 (ND),
HD SMITH WHOLESALE DRUG CO,HOMETOWN PHARMACY #3142 (FL),
VALUEDRUGCO,HEALTH MART PHARMACY #7378 (OH),
PENN PHARMACEUTICAL SERVICES INC,HOMETOWN PHARMACY #9646 (TN),
DIRECT RX,KROGER PHARMACY #7901 (WI),
BELLCO DRUG CORP,COMMUNITY PHARMACY #6047 (VA),
SMITH DRUG COMPANY,CORNER DRUG STORE #9365 (IA),
BELLCO DRUG CORP,PUBLIX PHARMACY #7128 (GA),
DIRECT RX,MEDICO PHARMACY #2001 (NE),
GULF COAST MEDICAL SUPPLY,MAIN STREET PHARMACY #9116 (NJ),
MORRIS & DICKSON CO LLC,KROGER PHARMACY #6824 (NE),
ANDA INC,HARRIS TEETER PHARMACY #3685 (MA),
DAKOTA DRUG INC,WINN-DIXIE PHARMACY #5772 (NH),
KINRAY LLC,CORNER DRUG STORE #9066 (DE),
PENN PHARMACEUTICAL SERVICES INC,WALGREENS #4408 (TN),
BURLINGTON DRUG COMPANY INC,FAMILY CARE PHARMACY #6205 (CA),
HD SMITH WHOLESALE DRUG CO,VILLAGE PHARMACY #5786 (ME),
MIAMI-LUKEN INC,PEOPLES PHARMACY #1264 (WA),
HD SMITH WHOLESALE DRUG CO,FAMILY CARE PHARMACY #2731 (OH),
DIRECT RX,GOOD NEIGHBOR PHARMACY #8896 (PA),
CARDINAL HEALTH INC,MEDICO PHARMACY #4307 (LA),
MCKESSON CORPORATION,VILLAGE PHARMACY #9084 (ME),
KINRAY LLC,HARRIS TEETER PHARMACY #3530 (HI),
BURLINGTON DRUG COMPANY INC,WINN-DIXIE PHARMACY #1281 (AZ),
DIRECT RX,SUNRISE PHARMACY #6210 (NH),
ANDA INC,MAIN STREET PHARMACY #7953 (AZ),
ANDA INC,MEDICO PHARMACY #1628 (FL),
MCKESSON CORPORATION,HOMETOWN PHARMACY #3267 (SD),
GULF COAST MEDICAL SUPPLY,FAMILY CARE PHARMACY #5991 (SC),
HENRY SCHEIN INC,HOMETOWN PHARMACY #7981 (TX),
PRESCRIPTION SUPPLY INC,HEALTH MART PHARMACY #2275 (DE),
HENRY SCHEIN INC,WALMART PHARMACY #6376 (OH),
AMERISOURCEBERGEN DRUG CORP,RITE AID #1211 (AZ),
DAKOTA DRUG INC,MEDICO PHARMACY #8247 (MN),
HENRY SCHEIN INC,HOMETOWN PHARMACY #3315 (LA),
DAKOTA DRUG INC,PUBLIX PHARMACY #1973 (TN),
PRESCRIPTION SUPPLY INC,WINN-DIXIE PHARMACY #2902 (IN),
CARDINAL HEALTH INC,MEDICO PHARMACY #6577 (CA),
ANDA INC,VILLAGE PHARMACY #2028 (TN),
MCKESSON CORPORATION,HOMETOWN PHARMACY #5222 (UT),
MORRIS & DICKSON CO LLC,WALMART PHARMACY #5916 (AK),
SMITH DRUG COMPANY,WALMART PHARMACY #4084 (VA),
PRESCRIPTION SUPPLY INC,WALGREENS #2585 (SD),
MCKESSON CORPORATION,WALMART PHARMACY #5438 (AK),
SMITH DRUG COMPANY,SUNRISE PHARMACY #1937 (TN),
KEYSOURCE MEDICAL INC,MAIN STREET PHARMACY #3283 (NV),
SMITH DRUG COMPANY,GOOD NEIGHBOR PHARMACY #8313 (AZ),
PENN PHARMACEUTICAL SERVICES INC,MAIN STREET PHARMACY #6927 (OH),
DAKOTA DRUG INC,WINN-DIXIE PHARMACY #8561 (LA),
DAKOTA DRUG INC,COMMUNITY PHARMACY #2590 (PA),
DIRECT RX,FAMILY CARE PHARMACY #3097 (SC),
BELLCO DRUG CORP,HOMETOWN PHARMACY #6092 (RI),
PRESCRIPTION SUPPLY INC,CVS PHARMACY #3842 (ND),
PENN PHARMACEUTICAL SERVICES INC,PUBLIX PHARMACY #7101 (VA),
SMITH DRUG COMPANY,WALGREENS #3378 (GA),
SMITH DRUG COMPANY,HEALTH MART PHARMACY #3051 (MA),
HENRY SCHEIN INC,COMMUNITY PHARMACY #4316 (MA),
DIRECT RX,VILLAGE PHARMACY #8072 (ME),
CARDINAL HEALTH INC,WINN-DIXIE PHARMACY #3112 (LA),
ANDA INC,RITE AID #2643 (LA),
GULF COAST MEDICAL SUPPLY,MAIN STREET PHARMACY #4198 (PA),
AMERISOURCEBERGEN DRUG CORP,KROGER PHARMACY #6824 (NE),
SMITH DRUG COMPANY,KROGER PHARMACY #9142 (OH),
HD SMITH WHOLESALE DRUG CO,FAMILY CARE PHARMACY #6322 (RI),
DIRECT RX,VILLAGE PHARMACY #4543 (IL),
HENRY SCHEIN INC,RITE AID #8853 (MD),
NATIONAL WHOLESALE DRUG CO INC,PUBLIX PHARMACY #5415 (ND),
BURLINGTON DRUG COMPANY INC,PUBLIX PHARMACY #6482 (ND),
BURLINGTON DRUG COMPANY INC,MAIN STREET PHARMACY #6380 (KS),
CARDINAL HEALTH INC,FAMILY CARE PHARMACY #1789 (WA),
ANDA INC,RITE AID #7142 (NJ),
CARDINAL HEALTH INC,WALGREENS #6321 (HI),
DIRECT RX,CVS PHARMACY #6838 (TN),
DIRECT RX,WALGREENS #3100 (IN),
KINRAY LLC,WINN-DIXIE PHARMACY #2750 (NM),
BURLINGTON DRUG COMPANY INC,VILLAGE PHARMACY #1377 (VA),
HENRY SCHEIN INC,GOOD NEIGHBOR PHARMACY #7042 (MT),
DAKOTA DRUG INC,GOOD NEIGHBOR PHARMACY #8533 (OH),
NATIONAL WHOLESALE DRUG CO INC,PUBLIX PHARMACY #3479 (AR),
MIAMI-LUKEN INC,FAMILY CARE PHARMACY #1847 (OH),
DIRECT RX,COMMUNITY PHARMACY #2371 (KS),
CARDINAL HEALTH INC,VILLAGE PHARMACY #5217 (NV),
GULF COAST MEDICAL SUPPLY,CORNER DRUG STORE #9561 (PA),
NATIONAL WHOLESALE DRUG CO INC,FAMILY CARE PHARMACY #7018 (MT),
KEYSOURCE MEDICAL INC,WALMART PHARMACY #2519 (SC),
MIAMI-LUKEN INC,VILLAGE PHARMACY #6277 (OH),
VALUEDRUGCO,VILLAGE PHARMACY #4915 (OH),
NATIONAL WHOLESALE DRUG CO INC,RITE AID #9212 (MO),
MIAMI-LUKEN INC,COMMUNITY PHARMACY #8059 (OR),
DIRECT RX,CORNER DRUG STORE #2997 (IN),
HENRY SCHEIN INC,PUBLIX PHARMACY #2532 (AZ),
BURLINGTON DRUG COMPANY INC,CVS PHARMACY #5523 (NC),
KEYSOURCE MEDICAL INC,WALMART PHARMACY #5415 (IA),
ANDA INC,MAIN STREET PHARMACY #6902 (ID),
HENRY SCHEIN INC,PEOPLES PHARMACY #8009 (NH),
MORRIS & DICKSON CO LLC,COMMUNITY PHARMACY #4144 (GA),
KINRAY LLC,HOMETOWN PHARMACY #9385 (MI),
CARDINAL HEALTH INC,CVS PHARMACY #5635 (IN),
HD SMITH WHOLESALE DRUG CO,QUALITY CARE PHARMACY #8199 (WV),
MORRIS & DICKSON CO LLC,PEOPLES PHARMACY #5942 (WI),
