manufacturer,disrupted_node,retailer,retailer_state,severity,no_listed_backup,action,entity,route,entity_risk,entity_capacity,entity_state_share,plan_score,activation_days,est_recovery_days,baseline_days_no_graph,days_saved_vs_no_graph
LANNETT COMPANY INC,MCKESSON CORPORATION,VILLAGE PHARMACY #3392 (NY),NY,2,True,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,LANNETT COMPANY INC -> MIAMI-LUKEN INC -> VILLAGE PHARMACY #3392 (NY),0.9815,1.0,0.0014,0.257,1.5,49.5,67.9,18.3
PURDUE PHARMA LP,BURLINGTON DRUG COMPANY INC,VILLAGE PHARMACY #3724 (MS),MS,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PURDUE PHARMA LP -> MIAMI-LUKEN INC -> VILLAGE PHARMACY #3724 (MS),0.9815,1.0,0.003,0.2577,1.5,49.5,67.9,0.0
AMNEAL PHARMACEUTICALS LLC,DIRECT RX,WINN-DIXIE PHARMACY #9398 (MS),MS,1,False,T1_REROUTE_EXISTING,AMERISOURCEBERGEN DRUG CORP,AMNEAL PHARMACEUTICALS LLC -> AMERISOURCEBERGEN DRUG CORP -> WINN-DIXIE PHARMACY #9398 (MS),0.8802,0.1309,0.004,0.0762,1.5,24.7,34.1,0.0
TEVA PHARMACEUTICALS USA INC,SMITH DRUG COMPANY,COMMUNITY PHARMACY #9484 (NV),NV,2,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,TEVA PHARMACEUTICALS USA INC -> CARDINAL HEALTH INC -> COMMUNITY PHARMACY #9484 (NV),0.8652,0.1959,0.0075,0.0991,1.5,49.5,67.9,0.0
QUALITEST PHARMACEUTICALS,ANDA INC,RITE AID #9223 (WV),WV,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,QUALITEST PHARMACEUTICALS -> MIAMI-LUKEN INC -> RITE AID #9223 (WV),0.9815,1.0,0.5743,0.4862,1.5,49.5,67.9,0.0
HIKMA PHARMACEUTICALS,BURLINGTON DRUG COMPANY INC,SUNRISE PHARMACY #5581 (TN),TN,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,HIKMA PHARMACEUTICALS -> MIAMI-LUKEN INC -> SUNRISE PHARMACY #5581 (TN),0.9815,1.0,0.0288,0.268,1.5,49.5,67.9,0.0
CADISTA PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,WALMART PHARMACY #6240 (NC),NC,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,CADISTA PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> WALMART PHARMACY #6240 (NC),0.9815,1.0,0.0471,0.2753,1.5,74.3,102.0,0.0
VINTAGE PHARMACEUTICALS LLC,AMERISOURCEBERGEN DRUG CORP,QUALITY CARE PHARMACY #6847 (WV),WV,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,VINTAGE PHARMACEUTICALS LLC -> MIAMI-LUKEN INC -> QUALITY CARE PHARMACY #6847 (WV),0.9815,1.0,0.5743,0.4862,1.5,74.3,102.0,0.0
JANSSEN PHARMACEUTICALS INC,HENRY SCHEIN INC,MEDICO PHARMACY #6767 (NC),NC,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> MEDICO PHARMACY #6767 (NC),0.9815,1.0,0.0471,0.2753,1.5,74.3,102.0,0.0
ENDO PHARMACEUTICALS INC,CARDINAL HEALTH INC,HEALTH MART PHARMACY #6716 (UT),UT,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ENDO PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> HEALTH MART PHARMACY #6716 (UT),0.9815,1.0,0.0026,0.2575,1.5,49.5,67.9,0.0
SUN PHARMA GLOBAL INC,HENRY SCHEIN INC,KROGER PHARMACY #8420 (MT),MT,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SUN PHARMA GLOBAL INC -> MIAMI-LUKEN INC -> KROGER PHARMACY #8420 (MT),0.9815,1.0,0.0076,0.2595,1.5,24.7,34.1,0.0
VINTAGE PHARMACEUTICALS LLC,HENRY SCHEIN INC,QUALITY CARE PHARMACY #5421 (WA),WA,2,False,T1_REROUTE_EXISTING,KINRAY LLC,VINTAGE PHARMACEUTICALS LLC -> KINRAY LLC -> QUALITY CARE PHARMACY #5421 (WA),0.8683,0.1632,0.0157,0.0932,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,HOMETOWN PHARMACY #8469 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> HOMETOWN PHARMACY #8469 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
PAR PHARMACEUTICAL INC,VALUEDRUGCO,WALGREENS #8411 (IA),IA,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PAR PHARMACEUTICAL INC -> MIAMI-LUKEN INC -> WALGREENS #8411 (IA),0.9815,1.0,0.0077,0.2596,1.5,24.7,34.1,0.0
ENDO PHARMACEUTICALS INC,HENRY SCHEIN INC,KROGER PHARMACY #5224 (NH),NH,1,False,T1_REROUTE_EXISTING,DAKOTA DRUG INC,ENDO PHARMACEUTICALS INC -> DAKOTA DRUG INC -> KROGER PHARMACY #5224 (NH),0.8719,0.1818,0.0046,0.0921,1.5,24.7,34.1,0.0
QUALITEST PHARMACEUTICALS,VALUEDRUGCO,HOMETOWN PHARMACY #6892 (WY),WY,1,False,T1_REROUTE_EXISTING,DAKOTA DRUG INC,QUALITEST PHARMACEUTICALS -> DAKOTA DRUG INC -> HOMETOWN PHARMACY #6892 (WY),0.8719,0.1818,0.0033,0.0916,1.5,24.7,34.1,0.0
TEVA PHARMACEUTICALS USA INC,NATIONAL WHOLESALE DRUG CO INC,MAIN STREET PHARMACY #2256 (IN),IN,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,TEVA PHARMACEUTICALS USA INC -> MIAMI-LUKEN INC -> MAIN STREET PHARMACY #2256 (IN),0.9815,1.0,0.0312,0.269,1.5,74.3,102.0,0.0
WATSON LABORATORIES INC,PENN PHARMACEUTICAL SERVICES INC,SUNRISE PHARMACY #7649 (PA),PA,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,WATSON LABORATORIES INC -> MIAMI-LUKEN INC -> SUNRISE PHARMACY #7649 (PA),0.9815,1.0,0.0219,0.2652,1.5,74.3,102.0,0.0
LANNETT COMPANY INC,HENRY SCHEIN INC,SUNRISE PHARMACY #6128 (IL),IL,1,False,T1_REROUTE_EXISTING,DAKOTA DRUG INC,LANNETT COMPANY INC -> DAKOTA DRUG INC -> SUNRISE PHARMACY #6128 (IL),0.8719,0.1818,0.0127,0.0954,1.5,24.7,34.1,0.0
CADISTA PHARMACEUTICALS INC,SMITH DRUG COMPANY,MAIN STREET PHARMACY #1667 (MI),MI,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,CADISTA PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> MAIN STREET PHARMACY #1667 (MI),0.9815,1.0,0.0252,0.2666,1.5,49.5,67.9,0.0
TEVA PHARMACEUTICALS USA INC,DAKOTA DRUG INC,QUALITY CARE PHARMACY #7383 (VT),VT,1,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,TEVA PHARMACEUTICALS USA INC -> CARDINAL HEALTH INC -> QUALITY CARE PHARMACY #7383 (VT),0.8652,0.1959,0.0041,0.0978,1.5,24.7,34.1,0.0
IMPAX LABORATORIES INC,CARDINAL HEALTH INC,FAMILY CARE PHARMACY #2595 (OH),OH,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,IMPAX LABORATORIES INC -> MIAMI-LUKEN INC -> FAMILY CARE PHARMACY #2595 (OH),0.9815,1.0,0.0308,0.2688,1.5,74.3,102.0,0.0
CADISTA PHARMACEUTICALS INC,CARDINAL HEALTH INC,WALMART PHARMACY #1339 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,CADISTA PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> WALMART PHARMACY #1339 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
IMPAX LABORATORIES INC,HD SMITH WHOLESALE DRUG CO,WALGREENS #1373 (PA),PA,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,IMPAX LABORATORIES INC -> MIAMI-LUKEN INC -> WALGREENS #1373 (PA),0.9815,1.0,0.0219,0.2652,1.5,74.3,102.0,0.0
ENDO PHARMACEUTICALS INC,DAKOTA DRUG INC,WALMART PHARMACY #2320 (VA),VA,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ENDO PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> WALMART PHARMACY #2320 (VA),0.9815,1.0,0.0162,0.2629,1.5,24.7,34.1,0.0
MYLAN PHARMACEUTICALS INC,DIRECT RX,WINN-DIXIE PHARMACY #9398 (MS),MS,1,False,T1_REROUTE_EXISTING,AMERISOURCEBERGEN DRUG CORP,MYLAN PHARMACEUTICALS INC -> AMERISOURCEBERGEN DRUG CORP -> WINN-DIXIE PHARMACY #9398 (MS),0.8802,0.1309,0.004,0.0762,1.5,24.7,34.1,0.0
SANDOZ INC,DAKOTA DRUG INC,WALMART PHARMACY #7726 (SD),SD,3,True,T1_REROUTE_EXISTING,KINRAY LLC,SANDOZ INC -> KINRAY LLC -> WALMART PHARMACY #7726 (SD),0.8683,0.1632,0.0046,0.0887,1.5,74.3,102.0,27.6
SUN PHARMA GLOBAL INC,MIAMI-LUKEN INC,HARRIS TEETER PHARMACY #7348 (TN),TN,3,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,SUN PHARMA GLOBAL INC -> CARDINAL HEALTH INC -> HARRIS TEETER PHARMACY #7348 (TN),0.8652,0.1959,0.1,0.1362,1.5,74.3,102.0,0.0
WATSON LABORATORIES INC,MIAMI-LUKEN INC,WALGREENS #2968 (NH),NH,2,False,T1_REROUTE_EXISTING,PENN PHARMACEUTICAL SERVICES INC,WATSON LABORATORIES INC -> PENN PHARMACEUTICAL SERVICES INC -> WALGREENS #2968 (NH),0.8904,0.1359,0.0041,0.074,1.5,49.5,67.9,0.0
VINTAGE PHARMACEUTICALS LLC,ANDA INC,MEDICO PHARMACY #1407 (IL),IL,1,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,VINTAGE PHARMACEUTICALS LLC -> CARDINAL HEALTH INC -> MEDICO PHARMACY #1407 (IL),0.8652,0.1959,0.012,0.1009,1.5,24.7,34.1,0.0
PAR PHARMACEUTICAL INC,CARDINAL HEALTH INC,WALMART PHARMACY #2370 (MA),MA,1,False,T1_REROUTE_EXISTING,MCKESSON CORPORATION,PAR PHARMACEUTICAL INC -> MCKESSON CORPORATION -> WALMART PHARMACY #2370 (MA),0.8788,0.1815,0.0156,0.094,1.5,24.7,34.1,0.0
SUN PHARMA GLOBAL INC,DAKOTA DRUG INC,WALGREENS #5730 (AR),AR,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SUN PHARMA GLOBAL INC -> MIAMI-LUKEN INC -> WALGREENS #5730 (AR),0.9815,1.0,0.0064,0.259,1.5,49.5,67.9,0.0
ACTAVIS PHARMA INC,BURLINGTON DRUG COMPANY INC,QUALITY CARE PHARMACY #6470 (OK),OK,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ACTAVIS PHARMA INC -> MIAMI-LUKEN INC -> QUALITY CARE PHARMACY #6470 (OK),0.9815,1.0,0.0072,0.2594,1.5,74.3,102.0,0.0
IMPAX LABORATORIES INC,BELLCO DRUG CORP,VILLAGE PHARMACY #9734 (MT),MT,2,False,T1_REROUTE_EXISTING,ANDA INC,IMPAX LABORATORIES INC -> ANDA INC -> VILLAGE PHARMACY #9734 (MT),0.8679,0.1459,0.0141,0.0884,1.5,49.5,67.9,0.0
CADISTA PHARMACEUTICALS INC,CARDINAL HEALTH INC,SUNRISE PHARMACY #7916 (MT),MT,1,False,T1_REROUTE_EXISTING,KINRAY LLC,CADISTA PHARMACEUTICALS INC -> KINRAY LLC -> SUNRISE PHARMACY #7916 (MT),0.8683,0.1632,0.0042,0.0886,1.5,24.7,34.1,0.0
MALLINCKRODT LLC,KEYSOURCE MEDICAL INC,WINN-DIXIE PHARMACY #4027 (MA),MA,2,False,T1_REROUTE_EXISTING,MCKESSON CORPORATION,MALLINCKRODT LLC -> MCKESSON CORPORATION -> WINN-DIXIE PHARMACY #4027 (MA),0.8788,0.1815,0.0156,0.094,1.5,49.5,67.9,0.0
AMNEAL PHARMACEUTICALS LLC,HD SMITH WHOLESALE DRUG CO,CORNER DRUG STORE #8030 (TX),TX,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,AMNEAL PHARMACEUTICALS LLC -> MIAMI-LUKEN INC -> CORNER DRUG STORE #8030 (TX),0.9815,1.0,0.0019,0.2572,1.5,74.3,102.0,0.0
QUALITEST PHARMACEUTICALS,KEYSOURCE MEDICAL INC,QUALITY CARE PHARMACY #8165 (IL),IL,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,QUALITEST PHARMACEUTICALS -> MIAMI-LUKEN INC -> QUALITY CARE PHARMACY #8165 (IL),0.9815,1.0,0.0012,0.2569,1.5,49.5,67.9,0.0
ACTAVIS PHARMA INC,NATIONAL WHOLESALE DRUG CO INC,SUNRISE PHARMACY #9537 (KY),KY,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ACTAVIS PHARMA INC -> MIAMI-LUKEN INC -> SUNRISE PHARMACY #9537 (KY),0.9815,1.0,0.0243,0.2662,1.5,49.5,67.9,0.0
LANNETT COMPANY INC,HD SMITH WHOLESALE DRUG CO,PUBLIX PHARMACY #9124 (DE),DE,1,False,T1_REROUTE_EXISTING,KINRAY LLC,LANNETT COMPANY INC -> KINRAY LLC -> PUBLIX PHARMACY #9124 (DE),0.8683,0.1632,0.0039,0.0884,1.5,24.7,34.1,0.0
TEVA PHARMACEUTICALS USA INC,DAKOTA DRUG INC,PEOPLES PHARMACY #2660 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,TEVA PHARMACEUTICALS USA INC -> MIAMI-LUKEN INC -> PEOPLES PHARMACY #2660 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
AMNEAL PHARMACEUTICALS LLC,GULF COAST MEDICAL SUPPLY,MEDICO PHARMACY #3872 (CT),CT,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,AMNEAL PHARMACEUTICALS LLC -> MIAMI-LUKEN INC -> MEDICO PHARMACY #3872 (CT),0.9815,1.0,0.0017,0.2572,1.5,24.7,34.1,0.0
HIKMA PHARMACEUTICALS,ANDA INC,PUBLIX PHARMACY #9278 (VA),VA,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,HIKMA PHARMACEUTICALS -> MIAMI-LUKEN INC -> PUBLIX PHARMACY #9278 (VA),0.9815,1.0,0.0162,0.2629,1.5,74.3,102.0,0.0
JANSSEN PHARMACEUTICALS INC,KINRAY LLC,MEDICO PHARMACY #6767 (NC),NC,4,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> MEDICO PHARMACY #6767 (NC),0.9815,1.0,0.0471,0.2753,1.5,99.4,132.0,0.0
RHODES TECHNOLOGIES,PRESCRIPTION SUPPLY INC,WALGREENS #3709 (RI),RI,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,RHODES TECHNOLOGIES -> MIAMI-LUKEN INC -> WALGREENS #3709 (RI),0.9815,1.0,0.0019,0.2572,1.5,49.5,67.9,0.0
CADISTA PHARMACEUTICALS INC,DIRECT RX,WALMART PHARMACY #5027 (SD),SD,1,False,T1_REROUTE_EXISTING,DAKOTA DRUG INC,CADISTA PHARMACEUTICALS INC -> DAKOTA DRUG INC -> WALMART PHARMACY #5027 (SD),0.8719,0.1818,0.022,0.0991,1.5,24.7,34.1,0.0
PURDUE PHARMA LP,GULF COAST MEDICAL SUPPLY,CORNER DRUG STORE #3383 (OR),OR,2,False,T1_REROUTE_EXISTING,KEYSOURCE MEDICAL INC,PURDUE PHARMA LP -> KEYSOURCE MEDICAL INC -> CORNER DRUG STORE #3383 (OR),0.8905,0.145,0.0043,0.0763,1.5,49.5,67.9,0.0
MYLAN PHARMACEUTICALS INC,BURLINGTON DRUG COMPANY INC,MAIN STREET PHARMACY #8201 (MO),MO,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MYLAN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> MAIN STREET PHARMACY #8201 (MO),0.9815,1.0,0.0026,0.2575,1.5,49.5,67.9,0.0
HIKMA PHARMACEUTICALS,BURLINGTON DRUG COMPANY INC,SUNRISE PHARMACY #9264 (RI),RI,3,False,T1_REROUTE_EXISTING,MCKESSON CORPORATION,HIKMA PHARMACEUTICALS -> MCKESSON CORPORATION -> SUNRISE PHARMACY #9264 (RI),0.8788,0.1815,0.0283,0.0991,1.5,74.3,102.0,0.0
TEVA PHARMACEUTICALS USA INC,CARDINAL HEALTH INC,HARRIS TEETER PHARMACY #6063 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,TEVA PHARMACEUTICALS USA INC -> MIAMI-LUKEN INC -> HARRIS TEETER PHARMACY #6063 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
ENDO PHARMACEUTICALS INC,NATIONAL WHOLESALE DRUG CO INC,SUNRISE PHARMACY #7702 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ENDO PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> SUNRISE PHARMACY #7702 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
TEVA PHARMACEUTICALS USA INC,VALUEDRUGCO,MAIN STREET PHARMACY #7935 (KY),KY,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,TEVA PHARMACEUTICALS USA INC -> MIAMI-LUKEN INC -> MAIN STREET PHARMACY #7935 (KY),0.9815,1.0,0.0243,0.2662,1.5,74.3,102.0,0.0
JANSSEN PHARMACEUTICALS INC,PENN PHARMACEUTICAL SERVICES INC,GOOD NEIGHBOR PHARMACY #6129 (NC),NC,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> GOOD NEIGHBOR PHARMACY #6129 (NC),0.9815,1.0,0.0471,0.2753,1.5,24.7,34.1,0.0
WATSON LABORATORIES INC,NATIONAL WHOLESALE DRUG CO INC,SUNRISE PHARMACY #8787 (TN),TN,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,WATSON LABORATORIES INC -> MIAMI-LUKEN INC -> SUNRISE PHARMACY #8787 (TN),0.9815,1.0,0.0288,0.268,1.5,74.3,102.0,0.0
TEVA PHARMACEUTICALS USA INC,HD SMITH WHOLESALE DRUG CO,HARRIS TEETER PHARMACY #4512 (NV),NV,2,False,T1_REROUTE_EXISTING,DAKOTA DRUG INC,TEVA PHARMACEUTICALS USA INC -> DAKOTA DRUG INC -> HARRIS TEETER PHARMACY #4512 (NV),0.8719,0.1818,0.0164,0.0968,1.5,49.5,67.9,0.0
ABBOTT LABORATORIES,SMITH DRUG COMPANY,HARRIS TEETER PHARMACY #6758 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ABBOTT LABORATORIES -> MIAMI-LUKEN INC -> HARRIS TEETER PHARMACY #6758 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
VINTAGE PHARMACEUTICALS LLC,CARDINAL HEALTH INC,HEALTH MART PHARMACY #6716 (UT),UT,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,VINTAGE PHARMACEUTICALS LLC -> MIAMI-LUKEN INC -> HEALTH MART PHARMACY #6716 (UT),0.9815,1.0,0.0026,0.2575,1.5,24.7,34.1,0.0
SANDOZ INC,DAKOTA DRUG INC,WALMART PHARMACY #2320 (VA),VA,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SANDOZ INC -> MIAMI-LUKEN INC -> WALMART PHARMACY #2320 (VA),0.9815,1.0,0.0162,0.2629,1.5,24.7,34.1,0.0
CADISTA PHARMACEUTICALS INC,KEYSOURCE MEDICAL INC,MEDICO PHARMACY #6767 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,CADISTA PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> MEDICO PHARMACY #6767 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
ABBOTT LABORATORIES,NATIONAL WHOLESALE DRUG CO INC,HARRIS TEETER PHARMACY #6758 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ABBOTT LABORATORIES -> MIAMI-LUKEN INC -> HARRIS TEETER PHARMACY #6758 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,PEOPLES PHARMACY #1635 (SD),SD,2,False,T1_REROUTE_EXISTING,DIRECT RX,JANSSEN PHARMACEUTICALS INC -> DIRECT RX -> PEOPLES PHARMACY #1635 (SD),0.8585,0.1504,0.0234,0.0965,1.5,49.5,67.9,0.0
PAR PHARMACEUTICAL INC,ANDA INC,KROGER PHARMACY #4771 (NV),NV,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PAR PHARMACEUTICAL INC -> MIAMI-LUKEN INC -> KROGER PHARMACY #4771 (NV),0.9815,1.0,0.0024,0.2574,1.5,24.7,34.1,0.0
CADISTA PHARMACEUTICALS INC,SMITH DRUG COMPANY,COMMUNITY PHARMACY #7816 (UT),UT,3,False,T1_REROUTE_EXISTING,DAKOTA DRUG INC,CADISTA PHARMACEUTICALS INC -> DAKOTA DRUG INC -> COMMUNITY PHARMACY #7816 (UT),0.8719,0.1818,0.0199,0.0982,1.5,74.3,102.0,0.0
ABBOTT LABORATORIES,HD SMITH WHOLESALE DRUG CO,HARRIS TEETER PHARMACY #6758 (NC),NC,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ABBOTT LABORATORIES -> MIAMI-LUKEN INC -> HARRIS TEETER PHARMACY #6758 (NC),0.9815,1.0,0.0471,0.2753,1.5,74.3,102.0,0.0
MYLAN PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,MAIN STREET PHARMACY #2094 (KY),KY,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MYLAN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> MAIN STREET PHARMACY #2094 (KY),0.9815,1.0,0.0243,0.2662,1.5,24.7,34.1,0.0
IMPAX LABORATORIES INC,SMITH DRUG COMPANY,SUNRISE PHARMACY #9718 (HI),HI,1,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,IMPAX LABORATORIES INC -> CARDINAL HEALTH INC -> SUNRISE PHARMACY #9718 (HI),0.8652,0.1959,0.0117,0.1008,1.5,24.7,34.1,0.0
QUALITEST PHARMACEUTICALS,NATIONAL WHOLESALE DRUG CO INC,WALGREENS #1013 (NH),NH,1,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,QUALITEST PHARMACEUTICALS -> CARDINAL HEALTH INC -> WALGREENS #1013 (NH),0.8652,0.1959,0.0034,0.0975,1.5,24.7,34.1,0.0
ABBOTT LABORATORIES,PRESCRIPTION SUPPLY INC,HOMETOWN PHARMACY #2224 (MN),MN,1,False,T1_REROUTE_EXISTING,PENN PHARMACEUTICAL SERVICES INC,ABBOTT LABORATORIES -> PENN PHARMACEUTICAL SERVICES INC -> HOMETOWN PHARMACY #2224 (MN),0.8904,0.1359,0.0193,0.0801,1.5,24.7,34.1,0.0
VINTAGE PHARMACEUTICALS LLC,NATIONAL WHOLESALE DRUG CO INC,GOOD NEIGHBOR PHARMACY #5060 (NH),NH,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,VINTAGE PHARMACEUTICALS LLC -> MIAMI-LUKEN INC -> GOOD NEIGHBOR PHARMACY #5060 (NH),0.9815,1.0,0.0032,0.2577,1.5,24.7,34.1,0.0
MALLINCKRODT LLC,BELLCO DRUG CORP,PUBLIX PHARMACY #2055 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MALLINCKRODT LLC -> MIAMI-LUKEN INC -> PUBLIX PHARMACY #2055 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
CADISTA PHARMACEUTICALS INC,HD SMITH WHOLESALE DRUG CO,VILLAGE PHARMACY #2199 (KS),KS,1,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,CADISTA PHARMACEUTICALS INC -> CARDINAL HEALTH INC -> VILLAGE PHARMACY #2199 (KS),0.8652,0.1959,0.0047,0.098,1.5,24.7,34.1,0.0
IMPAX LABORATORIES INC,KINRAY LLC,MEDICO PHARMACY #6550 (VA),VA,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,IMPAX LABORATORIES INC -> MIAMI-LUKEN INC -> MEDICO PHARMACY #6550 (VA),0.9815,1.0,0.0162,0.2629,1.5,74.3,102.0,0.0
TEVA PHARMACEUTICALS USA INC,HENRY SCHEIN INC,GOOD NEIGHBOR PHARMACY #6129 (NC),NC,4,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,TEVA PHARMACEUTICALS USA INC -> MIAMI-LUKEN INC -> GOOD NEIGHBOR PHARMACY #6129 (NC),0.9815,1.0,0.0471,0.2753,1.5,99.4,132.0,0.0
JANSSEN PHARMACEUTICALS INC,SMITH DRUG COMPANY,CVS PHARMACY #8436 (AZ),AZ,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> CVS PHARMACY #8436 (AZ),0.9815,1.0,0.0078,0.2596,1.5,24.7,34.1,0.0
TEVA PHARMACEUTICALS USA INC,MORRIS & DICKSON CO LLC,CVS PHARMACY #9428 (AK),AK,1,False,T1_REROUTE_EXISTING,MCKESSON CORPORATION,TEVA PHARMACEUTICALS USA INC -> MCKESSON CORPORATION -> CVS PHARMACY #9428 (AK),0.8788,0.1815,0.0022,0.0887,1.5,24.7,34.1,0.0
MALLINCKRODT LLC,ANDA INC,KROGER PHARMACY #4771 (NV),NV,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MALLINCKRODT LLC -> MIAMI-LUKEN INC -> KROGER PHARMACY #4771 (NV),0.9815,1.0,0.0024,0.2574,1.5,24.7,34.1,0.0
JANSSEN PHARMACEUTICALS INC,MCKESSON CORPORATION,MEDICO PHARMACY #6767 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> MEDICO PHARMACY #6767 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
LANNETT COMPANY INC,HENRY SCHEIN INC,HOMETOWN PHARMACY #4042 (MN),MN,2,False,T1_REROUTE_EXISTING,MCKESSON CORPORATION,LANNETT COMPANY INC -> MCKESSON CORPORATION -> HOMETOWN PHARMACY #4042 (MN),0.8788,0.1815,0.0275,0.0988,1.5,49.5,67.9,0.0
